Weenie ID,Weenie String,Weenie Class Name,Release,Type,Status,Patch Name,Quest Name,Comments
232,Tumerok Scout,tumerokscout,Retail,,,,,
233,Tumerok Warrior,tumerokwarrior,Retail,,,,,
234,Tumerok Worker,tumerokworker,Retail,,,,,
235,Goldenback Tusker,tuskergoldenback,Retail,,,,,
236,Female Tusker,tuskerfemale,Retail,,,,,
237,Virindi Master,virindimaster,Retail,,,,,
238,Virindi Puppet,virindipuppet,Retail,,,,,
239,Brazier,brazier,Retail,,,,,
240,Candelabra,candelabra,Retail,,,,,
241,Chandelier,chandelier,Retail,,,,,
243,Dinner Plate,dinnerplate,Retail,,,,,
244,Wood,firewood,Retail,,,,,
245,The Great Machine,greatmachine,Retail,,,,,
246,Hearth,hearth,Retail,,,,,
247,Outcast,painting1,Retail,,,,,
248,Olthoi Enslavement,painting2,Retail,,,,,
249,Into the Unknown,painting3,Retail,,,,,
250,The Studious Mind,painting4,Retail,,,,,
251,Platter,platter,Retail,,,,,
252,Stone Portal Frame,portalframe,Retail,,,,,
253,Stool,stool,Retail,,,,,
254,Stoup,stoup,Retail,,,,,
255,Tapestry,tapestry,Retail,,,,,
257,Workbench,workbench,Retail,,,,,
258,Apple,apple,Retail,,,,,
259,Bread,bread,Retail,,,,,
260,Cabbage,cabbage,Retail,,,,,
261,Cheese,cheese,Retail,,,,,
262,Chicken,chicken,Retail,,,,,
263,Fish,fish,Retail,,,,,
264,Grapes,grapes,Retail,,,,,
265,Meat,meat,Retail,,,,,
266,Auroch Horn,aurochhorn,Retail,,,,,
267,Bedroll,bedroll,Retail,,,,,
268,Bench,bench,Retail,,,,,
269,Button,buttonswitch,Retail,,,,,
270,Candle,candle,Retail,,,,,
271,Candlestick,candlestick,Retail,,,,,
272,Chair,chair,Retail,,,,,
273,Pyreal,coinstack,Retail,,,,,
274,Couch,couch,Retail,,,,,
275,Cresset,cresset,Retail,,,,,
276,Desk,desk,Retail,,,,,
277,Dinner Table,dinnertable,Retail,,,,,
278,Door,door,Retail,,,,,
280,Gem,gem,Retail,,,,,
281,Handbell,handbell,Retail,,,,,
283,Lamp,lamp,Retail,,,,,
284,Lantern,lantern,Retail,,,,,
285,Lever,leverboxswitch,Retail,,,,,
286,Lever,levergearswitch,Retail,,,,,
287,Pedestal,pedestal,Retail,,,,,
290,Sho Lantern,sholantern,Retail,,,,,
291,Key,key,Retail,,,,,
292,Throne,throne,Retail,,,,,
293,Torch,torch,Retail,,,,,
294,Amulet,amulet,Retail,,,,,
295,Bracelet,bracelet,Retail,,,,,
296,Crown,crown,Retail,,,,,
297,Ring,ring,Retail,,,,,
298,Pressure Plate,pressure-plate,Retail,,,,,
299,Tripwire,tripwire,Retail,,,,,
300,Arrow,arrow,Retail,,,,,
301,Battle Axe,axebattle,Retail,,,,,
303,Hand Axe,axehand,Retail,,,,,
304,Throwing Axe,axethrowing,Retail,,,,,
305,Quarrel,bolt,Retail,,,,,
306,Longbow,bowlong,Retail,,,,,
307,Shortbow,bowshort,Retail,,,,,
308,Budiaq,budiaq,Retail,,,,,
309,Club,club,Retail,,,,,
310,Throwing Club,clubthrowing,Retail,,,,,
311,Heavy Crossbow,crossbowheavy,Retail,,,,,
312,Light Crossbow,crossbowlight,Retail,,,,,
313,Dabus,dabus,Retail,,,,,
314,Dagger,dagger,Retail,,,,,
315,Throwing Dagger,daggerthrowing,Retail,,,,,
316,Throwing Dart,dart,Retail,,,,,
317,Djarid,djarid,Retail,,,,,
319,Jambiya,jambiya,Retail,,,,,
320,Javelin,javelin,Retail,,,,,
321,Jitte,jitte,Retail,,,,,
322,Jo,jo,Retail,,,,,
324,Kaskara,kaskara,Retail,,,,,
325,Kasrullah,kasrullah,Retail,,,,,
326,Katar,katar,Retail,,,,,
327,Ken,ken,Retail,,,,,
328,Khanjar,khanjar,Retail,,,,,
329,Knife,knife,Retail,,,,,
331,Mace,mace,Retail,,,,,
332,Morning Star,morningstar,Retail,,,,,
333,Nabut,nabut,Retail,,,,,
334,Nayin,nayin,Retail,,,,,
336,Ono,ono,Retail,,,,,
338,Quarter Staff,quarterstaff,Retail,,,,,
339,Scimitar,scimitar,Retail,,,,,
340,Shamshir,shamshir,Retail,,,,,
341,Shouyumi,shouyumi,Retail,,,,,
342,Shou-ono,shouono,Retail,,,,,
343,Shouken,shuriken,Retail,,,,,
344,Silifi,silifi,Retail,,,,,
345,Simi,simi,Retail,,,,,
348,Spear,spear,Retail,,,,,
350,Broad Sword,swordbroad,Retail,,,,,
351,Long Sword,swordlong,Retail,,,,,
352,Short Sword,swordshort,Retail,,,,,
353,Tachi,tachi,Retail,,,,,
354,Takuba,takuba,Retail,,,,,
356,Tofun,tofun,Retail,,,,,
357,Tungi,tungi,Retail,,,,,
359,War Hammer,warhammer,Retail,,,,,
360,Yag,yag,Retail,,,,,
361,Yaoji,yaoji,Retail,,,,,
362,Yari,yari,Retail,,,,,
363,Yumi,yumi,Retail,,,,,
364,Book,book,Retail,,,,,
365,Parchment,parchment,Retail,,,,,
366,Scroll,scroll,Retail,,,,,
367,Tome,tome,Retail,,,,,
368,Zabool Tower Base,portalzabooltowerbase,Retail,,,,,
369,Top of Mt. Zabool,portalzabooltop,Retail,,,,,
370,Top of Zabool Tower,portalzabooltowertop,Retail,,,,,
371,Alfreth Dungeon,portalalfrethdungeon,Retail,,,,,
372,Surface,portalalfrethdungeonexit,Retail,,,,,
373,Bellig Tower Base,portalbelligtowerbase,Retail,,,,,
374,Surface,portalbelligtowerbaseexit,Retail,,,,,
375,Bellig Tower,portalbelligtowertop,Retail,,,,,
376,Bellig Top,portalbelligtowertopexit,Retail,,,,,
377,Potion of Healing,healthpotion,Retail,,,,,
378,Stamina Potion,staminapotion,Retail,,,,,
379,Mana Potion,manapotion,Retail,,,,,
381,Drudge Generator,drudge-generator,Retail,,,,,
382,Banderling Generator,banderling-generator,Retail,,,,,
383,Mosswart Generator,mosswart-generator,Retail,,,,,
384,Olthoi Generator,olthoi-generator,Retail,,,,,
385,Cow Generator,cow-generator,Retail,,,,,
386,Auroch Generator,auroch-generator,Retail,,,,,
387,Lugian Generator,lugian-generator,Retail,,,,,
388,Tumerok Generator,tumerok-generator,Retail,,,,,
389,Mite Generator,mite-generator,Retail,,,,,
390,Tusker Generator,tusker-generator,Retail,,,,,
391,Phyntos Wasp Generator,phyntoswasp-generator,Retail,,,,,
392,Rat Generator,rat-generator,Retail,,,,,
393,Rock Golem Generator,rockgolem-generator,Retail,,,,,
394,Undead Generator,undead-generator,Retail,,,,,
395,Gromnie Generator,gromnie-generator,Retail,,,,,
396,Reedshark Generator,reedshark-generator,Retail,,,,,
397,Armoredillo Generator,armoredillo-generator,Retail,,,,,
399,Virindi Generator,virindi-generator,Retail,,,,,
400,Carsith the Weaponsmith,arwicblacksmith2,Retail,,,,,
401,Balariq the Smith,blacksmith-gharundim,Retail,,,,,
402,Ginkyo the Blacksmith,blacksmith-sho,Retail,,,,,
403,Harald the Fletcher,arwicbowyer,Retail,,,,,
404,Suriya the Grocer,grocer-gharundim,Retail,,,,,
405,Elthina the Shady,peddler-aluvian,Retail,,,,,
409,Bob the Wandering Bowyer,vendor-gharundim,Retail,,,,,
410,Kan-ten the Shopkeeper,vendor-sho,Retail,,,,,
411,Fisana the Jeweler,jeweler-gharundim,Retail,,,,,
412,Door,door-aluvian-house,Retail,,,,,
413,Chainmail Bracers,bracerschainmail,Retail,,,,,
414,Chainmail Breastplate,breastplatechainmail,Retail,,,,,
415,Chainmail Girth,girthchainmail,Retail,,,,,
416,Chainmail Pauldrons,pauldronschainmail,Retail,,,,,
417,Item Aluvian Generator,itemaluvian-generator,Retail,,,,,
418,Item Cheese Generator,itemcheese-generator,Retail,,,,,
419,Item Clothing Generator,itemclothing-generator,Retail,,,,,
420,Item Food Generator,itemfood-generator,Retail,,,,,
421,Item Gharundim Generator,itemgharundim-generator,Retail,,,,,
422,Item Shield Generator,itemshield-generator,Retail,,,,,
423,Item Treasure Generator,itemtreasure-generator,Retail,,,,,
425,Item Sho Generator,itemsho-generator,Retail,,,,,
426,Syliph Tower,portalsyliphtowertop,Retail,,,,,
427,To Top of Mt. Syliph,portalsyliphtowertopexit,Retail,,,,,
428,Sylsfear Dungeon Portal,portalsylsfeardungeon,Retail,,,,,
429,Surface,portalsylsfeardungeonexit,Retail,,,,,
430,Exit,portalbaseofsyliph,Retail,,,,,
431,Mount Alphus,portalalphusnorth,Retail,,,,,
432,South Zabool,portalsouthzabool,Retail,,,,,
433,Base of Mt. Alphus,portalbaseofalphus,Retail,,,,,
434,Mt. Alphus Valley,portalalphusvalley,Retail,,,,,
435,North Gemm,portalgemmnorth,Retail,,,,,
436,South Bellig,portalbelligsouth,Retail,,,,,
437,North Dalt,portaldaltnorth,Retail,,,,,
438,South Gemm,portalgemmsouth,Retail,,,,,
439,North Syliph,portalsyliphnorth,Retail,,,,,
440,South Dalt,portaldaltsouth,Retail,,,,,
441,Base of Mt. Syliph,portalbaseofsyliphb,Retail,,,,,
442,Mt. Syliph Plain,portalsyliphplain,Retail,,,,,
443,Westward Portal,portal27,Retail,,,,,
457,Signpost,signpost,Retail,,,,,
458,Leather Cowl,cowlleather,Retail,,,,,
459,Arwic: 1 mile,sign-arwic1mile,Retail,,,,,
460,Arwic: 2 miles,sign-arwic2miles,Retail,,,,,
461,Arwic: 3 miles,sign-arwic3miles,Retail,,,,,
462,Arwic 1/2 mile Sign,sign-arwichalfmile,Retail,,,,,
463,Arwic,sign-arwic,Retail,,,,,
464,Cragstone: 1 mile,sign-cragstone1mile,Retail,,,,,
465,Cragstone: 2 miles,sign-cragstone2miles,Retail,,,,,
466,Cragstone: 3 miles,sign-cragstone3miles,Retail,,,,,
467,Cragstone: 4 miles,sign-cragstone4miles,Retail,,,,,
468,Welcome to Cragstone Sign,sign-cragstone,Retail,,,,,
469,Crossroads Sign,sign-crossroadsarwiceastham,Retail,,,,,
470,Crossroads Sign,sign-crossroadscragstonerithwic,Retail,,,,,
471,Eastham: 1 mile,sign-eastham1mile,Retail,,,,,
472,Eastham: 2 miles,sign-eastham2miles,Retail,,,,,
473,Eastham: 3 miles,sign-eastham3miles,Retail,,,,,
474,Eastham: 1/2 mile,sign-easthamhalfmile,Retail,,,,,
475,Eastham,sign-eastham,Retail,,,,,
476,Faded Sign,sign-olthoislairfaded,Retail,,,,,
477,Rithwic:1 mile,sign-rithwic1mile,Retail,,,,,
478,Rithwic: 2 miles,sign-rithwic2miles,Retail,,,,,
479,Rithwic: 3 miles,sign-rithwic3miles,Retail,,,,,
480,Rithwic: 4 miles,sign-rithwic4miles,Retail,,,,,
481,Rithwic: 1/2 mile,sign-rithwichalfmile,Retail,,,,,
482,Rithwic,sign-rithwic,Retail,,,,,
483,To Underground City,sign-undergroundcityblessed,Retail,,,,,
484,To Underground City,sign-undergroundcityeastham,Retail,,,,,
485,To Underground City,sign-undergroundcityisland,Retail,,,,,
486,To Underground City,sign-undergroundcitystreambed,Retail,,,,,
487,Arwic Bulletin Board,sign-arwicbulletinboard,Retail,,,,,
488,Cragstone Bulletin Board,sign-cragstonebulletinboard,Retail,,,,,
489,Eastham Bulletin Board,sign-easthambulletinboard,Retail,,,,,
490,Rithwic Bulletin Board,sign-rithwicbulletinboard,Retail,,,,,
491,Talisman Dungeon Sign,sign-talismandungeonriddle,Retail,,,,,
492,Directions to Bandit Castle,sign-banditcastleriddlepage,Retail,,,,,
493,Arwic Lifestone,sign-arwiclifestone,Retail,,,,,
494,Arwic Livestock Pen,sign-arwiccowfence,Retail,,,,,
495,Twin Aurock Tavern,sign-arwicshoptavern,Retail,,,,,
496,Miranda's Miscellaneous,sign-arwicshopmirinda,Retail,,,,,
497,Laquishah's Writing Materials,sign-arwicshopscribe,Retail,,,,,
498,Davis the Tailor,sign-arwicshoptailor,Retail,,,,,
499,The True Shot,sign-arwicshopfletcher,Retail,,,,,
500,Carsith's Forge,sign-arwicshopblacksmith,Retail,,,,,
501,Ginkyo the Blacksmith,sign-arwicshopblacksmith2,Retail,,,,,
502,Rodega's Provender,sign-arwicshopgrocer,Retail,,,,,
504,Tutorial (Double-click me),sign-arwictutorial1,Retail,,,,,
505,Tutorial (Part 2),sign-arwictutorial2,Retail,,,,,
506,Tutorial (Part 3),sign-arwictutorial3,Retail,,,,,
507,Tutorial (Part 4),sign-arwictutorial4,Retail,,,,,
508,Tutorial (Part 5),sign-arwictutorial5,Retail,,,,,
509,Life Stone,lifestone,Retail,,,,,
510,Flimsy Lockpick,lockpickflimsy,Retail,,,,,
511,Crude Lockpick,lockpickcrude,Retail,,,,,
512,Good Lockpick,lockpickgood,Retail,,,,,
513,Plain Lockpick,lockpickplain,Retail,,,,,
514,Excellent Lockpick,lockpickexcell,Retail,,,,,
515,Superb Lockpick,lockpicksuperb,Retail,,,,,
516,Peerless Lockpick,lockpickpeer,Retail,,,,,
517,Starter Hand Axe,newbieaxehand,Retail,,,,,
518,Starter Shortbow,newbiebowshort,Retail,,,,,
519,Starter Budiaq,newbiebudiaq,Retail,,,,,
520,Starter Club,newbieclub,Retail,,,,,
521,Starter Crossbow,newbiecrossbow,Retail,,,,,
522,Starter Dart,newbiedart,Retail,,,,,
523,Starter Jambiya,newbiejambiya,Retail,,,,,
524,Starter Jitte,newbiejitte,Retail,,,,,
525,Starter Jo,newbiejo,Retail,,,,,
526,Starter Kasrullah,newbiekasrullah,Retail,,,,,
527,Starter Knife,newbieknife,Retail,,,,,
528,Starter Nabut,newbienabut,Retail,,,,,
529,Starter Quarterstaff,newbiequarterstaff,Retail,,,,,
530,Starter Shou-ono,newbieshouono,Retail,,,,,
531,Starter Shouyumi,newbieshouyumi,Retail,,,,,
532,Starter Shouken,newbieshuriken,Retail,,,,,
533,Starter Simi,newbiesimi,Retail,,,,,
534,Starter Spear,newbiespear,Retail,,,,,
535,Starter Shortsword,newbieswordshort,Retail,,,,,
536,Starter Tungi,newbietungi,Retail,,,,,
537,Starter Yag,newbieyag,Retail,,,,,
538,Starter Yaoji,newbieyaoji,Retail,,,,,
539,Starter Yari,newbieyari,Retail,,,,,
540,Lugian Axe,lugianaxe,Retail,,,,,
541,Lugian Club,lugianclub,Retail,,,,,
542,Lugian Hammer,lugianhammer,Retail,,,,,
543,Lugian Mace,lugianmace,Retail,,,,,
544,Lugian Morning Star,lugianmorningstar,Retail,,,,,
545,Reliable Lockpick,lockpickreliable,Retail,,,,,
546,Egg,egg,Retail,,,,,
547,Brimstone-cap Mushroom,mushroom,Retail,,,,,
548,Bowl of Rice,rice,Retail,,,,,
549,Bowl of Stew,stew,Retail,,,,,
550,Baigha,baigha,Retail,,,,,
551,Leather Basinet,basinetleather,Retail,,,,,
552,Scalemail Basinet,basinetscalemail,Retail,,,,,
553,Mushroom Circle Generator,mushroomcirclegen,Retail,,,,,
554,Studded Leather Basinet,basinetstuddedleather,Retail,,,,,
555,Door,door2,Retail,,,,,
556,Door,door3,Retail,,,,,
557,Door,door4,Retail,,,,,
558,Door,door5,Retail,,,,,
559,Door,door6,Retail,,,,,
560,Door,door7,Retail,,,,,
561,Door,door8,Retail,,,,,
562,Door,door9,Retail,,,,,
563,Door,door10,Retail,,,,,
564,Door,lockeddoor1,Retail,,,,,
565,Door,lockeddoor2,Retail,,,,,
566,Door,lockeddoor3,Retail,,,,,
567,Door,lockeddoor4,Retail,,,,,
568,Door,doorprison,Retail,,,,,
569,Door,doorprison2,Retail,,,,,
570,Door,doorprison3,Retail,,,,,
571,Door,doorprison4,Retail,,,,,
572,Door,doorprison5,Retail,,,,,
573,Door,doorprison6,Retail,,,,,
574,Door,doorprison7,Retail,,,,,
575,Door,doorprison8,Retail,,,,,
576,Door,doorprison9,Retail,,,,,
577,Door,doorprison10,Retail,,,,,
578,Door,doorprison11,Retail,,,,,
579,Door,doorprison12,Retail,,,,,
580,Door,doorprison13,Retail,,,,,
581,Door,doorprison14,Retail,,,,,
582,Door,doorprison15,Retail,,,,,
583,Door,dooraluvianhouse2,Retail,,,,,
584,Door,dooraluvianhouse3,Retail,,,,,
585,Door,dooraluvianhouse4,Retail,,,,,
586,Door,dooraluvianhouse5,Retail,,,,,
587,Door,lockedaluviandoor1,Retail,,,,,
588,Door,lockedaluviandoor2,Retail,,,,,
589,Key,prisonkey1,Retail,,,,,
590,Key,prisonkey2,Retail,,,,,
591,Key,prisonkey3,Retail,,,,,
592,Key,prisonkey4,Retail,,,,,
593,Key,prisonkey5,Retail,,,,,
594,Key,prisonkey6,Retail,,,,,
595,Key,prisonkey7,Retail,,,,,
596,Key,prisonkey8,Retail,,,,,
597,Key,masterkey,Retail,,,,,
598,Key,aluviankey1,Retail,,,,,
599,Key,aluviankey2,Retail,,,,,
600,Key,dungeonkey1,Retail,,,,,
601,Key,dungeonkey2,Retail,,,,,
602,Key,dungeonkey3,Retail,,,,,
603,Key,dungeonkey4,Retail,,,,,
604,Key,chestkey1,Retail,,,,,
605,Key,chestkey2,Retail,,,,,
606,Key,chestkey3,Retail,,,,,
607,Key,chestkey4,Retail,,,,,
608,Key,chestkey5,Retail,,,,,
609,Key,chestkey6,Retail,,,,,
610,Key,chestkey7,Retail,,,,,
611,Chest,chest1poor,Retail,,,,,
612,Chest,chest2fair,Retail,,,,,
613,Chest,chest3good,Retail,,,,,
614,Chest,chest4intricate,Retail,,,,,
615,Chest,chest5excellent,Retail,,,,,
616,Chest,chest6brilliant,Retail,,,,,
617,Chest,chest7impregnable,Retail,,,,,
618,Cow,cowbrown,Retail,,,,,
619,Revenant,zombierevenant,Retail,,,,,
620,Cake,cake,Retail,,,,,
621,Heavy Bracelet,braceletheavy,Retail,,,,,
622,Necklace,necklace,Retail,,,,,
623,Heavy Necklace,necklaceheavy,Retail,,,,,
624,Ring,ringjeweled,Retail,,,,,
625,Ginseng,ginseng,Retail,,,,,
626,Powdered Hematite,hematite,Retail,,,,,
627,Alder Talisman,aldertalisman,Retail,,,,,
628,Handy Healing Kit,healingkitcrude,Retail,,,,,
629,Adept Healing Kit,healingkitplain,Retail,,,,,
630,Gifted Healing Kit,healingkitgood,Retail,,,,,
631,Excellent Healing Kit,healingkitexcellent,Retail,,,,,
632,Peerless Healing Kit,healingkitpeerless,Retail,,,,,
633,Tailor,tailorsign,Retail,,,,,
634,Fletcher Sign,fletchersign,Retail,,,,,
635,Healer,healersign,Retail,,,,,
636,Grocery,grocersign,Retail,,,,,
637,Blacksmith,blacksmithsign,Retail,,,,,
638,Bowyer,bowyersign,Retail,,,,,
639,Chirurgeon,easthamchirurgeonsign,Retail,,,,,
640,Lapidary,easthamlapidarysign,Retail,,,,,
641,Provisioner,easthamprovisionersign,Retail,,,,,
642,The Leaping Stallion,easthamtavernsign,Retail,,,,,
643,"Food, Garments, Books",easthamfoodbookssign,Retail,,,,,
644,Smithy,rithwicblacksmithsign,Retail,,,,,
645,The Gilded Tome,rithwicgildedtomesign,Retail,,,,,
646,The Royal Firkin,rithwicroyalfirkinsign,Retail,,,,,
647,Lady of Blades,rithwicweaponsmithsign,Retail,,,,,
648,Byrdara the Barkeeper,easthambarkeeper,Retail,,,,,
649,Getram the Armorer,easthamblacksmith,Retail,,,,,
650,Rundiscar the Weaponsmith,easthamblacksmith2,Retail,,,,,
651,Bowyer Bronwin,easthambowyer,Retail,,,,,
652,Grocer Parsal,easthamgrocer,Retail,,,,,
653,Sodyla Thurmad the Healer,easthamhealer,Retail,,,,,
654,Degel Parson the Scrivener,easthamscribe,Retail,,,,,
655,Aderma the Lapidary,easthamjeweler,Retail,,,,,
656,Farnum the Provisioner,easthamshopkeep,Retail,,,,,
657,Begarth Lydson the Provisioner,easthambarkeep2,Retail,,,,,
658,Cynsela the Tailor,easthamtailor,Retail,,,,,
659,Barkeep Ricetha,rithwicbarkeeper,Retail,,,,,
661,Luthin the Smith,rithwicblacksmith,Retail,,,,,
662,Trothyd Fletcher,rithwicbowyer,Retail,,,,,
663,Ynarre the Grocer,rithwicgrocer,Retail,,,,,
664,Brisin the Healer,rithwichealer,Retail,,,,,
665,Urnolt the Jeweler,rithwicjeweler,Retail,,,,,
666,Wylreda the Scribe,rithwicscribe,Retail,,,,,
667,Dortold the Tailor,rithwictailor,Retail,,,,,
668,Weaponsmith Baizai En,rithwicweaponsmith,Retail,,,,,
669,"Magrom the Red, Barkeeper",cragstonebarkeeper,Retail,,,,,
670,"Nuther Magromson, Barkeeper",cragstonebarkeeper2,Retail,,,,,
671,Scildith Dyrson the Bowyer,cragstonebowyer,Retail,,,,,
672,Acina Hilmad the Grocer,cragstonegrocer,Retail,,,,,
673,Avalenne Hilmad the Healer,cragstonehealer,Retail,,,,,
674,Jeweler Suya bint Habil,cragstonejeweler,Retail,,,,,
675,Magus Gondibyr Langarl,cragstonescribe,Retail,,,,,
676,Merchant Ledine,cragstoneshopkeep,Retail,,,,,
677,"Estorl the Ox, Weaponsmith",cragstoneweaponsmith,Retail,,,,,
678,Culthea Ironshaper,cragstonearmorer,Retail,,,,,
679,Arms and Armor,cragstoneblacksmithsign,Retail,,,,,
680,Scildith's Bows,cragstonebowyersign,Retail,,,,,
681,Hildar House,cragstonehildarhousesign,Retail,,,,,
682,Gems and Jewels,cragstonejewelersign,Retail,,,,,
683,Ledine's Wares,cragstoneledinessign,Retail,,,,,
684,Gondibyr Langarl's Magic Supplies,cragstonemagussign,Retail,,,,,
685,Thorsten's Rest,cragstonepubsign,Retail,,,,,
686,Copper Scarab,scarabcopper,Retail,,,,,
687,Gold Scarab,scarabgold,Retail,,,,,
688,Silver Scarab,scarabsilver,Retail,,,,,
689,Iron Scarab,scarabiron,Retail,,,,,
690,Pyreal Scarab,scarabpyreal,Retail,,,,,
691,Lead Scarab,scarablead,Retail,,,,,
692,Magus Guthima the Wise,arwicarchmage,Retail,,,,,
693,Barkeep Mae Lilidag,arwicbarkeeper,Retail,,,,,
694,Barkeep Lienne,arwicbarkeeper2,Retail,,,,,
695,Cateril Carsmad the Armorer,arwicblacksmith,Retail,,,,,
696,Grocer Rodega Tyning,arwicgrocer,Retail,,,,,
697,Healer Dragando the Leech,arwichealer,Retail,,,,,
698,Belthew Shearstone the Jeweler,arwicjeweler,Retail,,,,,
699,Dragando the Leech,arwichealersign,Retail,,,,,
700,Belthew's Baubles,arwicjewelersign,Retail,,,,,
701,Laqisha the Scribe,arwicscribe,Retail,,,,,
702,Shopkeep Mirinda,arwicshopkeep,Retail,,,,,
703,Davis the Tailor,arwictailor,Retail,,,,,
704,The Taut String,holtburgbowyersign,Retail,,,,,
705,Fispur's Foodstuffs,holtburggrocersign,Retail,,,,,
706,Thelnoth's Remedies,holtburghealersign,Retail,,,,,
707,Monyra's Jewels,holtburgjewelersign,Retail,,,,,
708,Helm and Shield,holtburgpubsign,Retail,,,,,
709,Ecutha's Raiments,holtburgtailorsign,Retail,,,,,
710,Barkeeper Wilomine,holtburgbarkeeper,Retail,,,,,
712,Sedor Wystan the Blacksmith,holtburgblacksmith,Retail,,,,,
713,Sontella Dagroff the Bowyer,holtburgbowyer,Retail,,,,,
714,Fispur Ansel the Grocer,holtburggrocer,Retail,,,,,
715,Thelnoth Cort the Healer,holtburghealer,Retail,,,,,
